"namespace","key","English (source — do not edit)","Russian (edit this column)"
"readings","readings.wands-6.past","A victory was recognized publicly. You succeeded, and others saw it. That moment of recognition mattered more than you might admit.","Момент триумфа и признания. Победа была публичной и заслуженной. Это чувство до сих пор вдохновляет."
"readings","readings.wands-6.present","You're winning. Not in a quiet way — in the way where people notice. Accept the recognition. You earned this.","Время твоего триумфа. Успех на виду, признание приходит. Прими его с достоинством."
"readings","readings.wands-6.future","Public recognition or victory is ahead. The work you've put in is about to be acknowledged. Enjoy the moment — you've earned it.","Впереди победа и публичное признание. Усилия будут вознаграждены — и это увидят."
"readings","readings.wands-7.keywords","defense, perseverance, standing your ground, determination","стойкость, оборона, настойчивость, вызов"
"readings","readings.wands-7.meaning","A figure on high ground, holding one wand against six. Outnumbered but not outmatched. This is about defending your position against pressure. You have the advantage — don't give it up.","Семёрка Жезлов — фигура на возвышении защищает позицию от шести жезлов снизу. Оборона, стойкость, отказ сдавать позиции. Атакуют со всех сторон, но высота — твоя."
"readings","readings.wands-7.past","You stood your ground against opposition. Outnumbered or outgunned, you held your position through sheer determination.","Период, когда приходилось защищать свою позицию от множества вызовов. Стойкость помогла выстоять."
"readings","readings.wands-7.present","You're being challenged. Hold your ground. The high position is yours and the advantage is real, even if the pressure is intense.","На тебя давят, но позиция сильная. Держи оборону, не сдавай завоёванное. Ты выше нападающих."
"readings","readings.wands-7.future","A challenge to your position is coming. You'll need to defend what you've built. Stand firm — the ground beneath you is solid.","Впереди вызовы и необходимость защищаться. Позиция будет атакована, но удержать её в силах."
"readings","readings.wands-8.keywords","speed, movement, swift action, momentum","скорость, движение, стремительность, новости"
"readings","readings.wands-8.meaning","Eight wands flying through the air toward the ground. Speed, momentum, things happening fast. Whatever's been in motion is about to land. This card is pure velocity.","Восьмёрка Жезлов — восемь жезлов летят по воздуху к цели. Всё ускоряется. Новости, события, перемены — всё происходит быстрее, чем ожидалось. Держись крепче."
"readings","readings.wands-8.past","Things moved fast — messages, events, changes all arriving at once. That period of rapid motion covered a lot of ground in a short time.","Период стремительных перемен — события неслись одно за другим. Скорость была головокружительной."
"readings","readings.wands-8.present","Everything is accelerating. Messages, decisions, events — all in motion. Ride the momentum rather than trying to slow it down.","Всё ускоряется прямо сейчас. Новости, события, движение — держи темп. Не пытайся замедлить то, что летит."
"readings","readings.wands-8.future","Rapid developments are incoming. Things will move faster than expected. Be ready to act quickly when they land.","Впереди стремительное развитие событий. То, что казалось далёким, приблизится неожиданно быстро."
"readings","readings.wands-9.keywords","resilience, persistence, last stand, grit","стойкость, выдержка, усталость, последний рубеж"
"readings","readings.wands-9.meaning","A wounded figure leans on a wand, eight more planted behind them. Battered but standing. This is grit — the refusal to go down even when every reasonable part of you wants to quit.","Девятка Жезлов — фигура стоит, опираясь на жезл, с повязкой на голове, восемь жезлов за спиной. Усталость, но не поражение. Последний рубеж обороны. Ещё немного — и всё позади."
"readings","readings.wands-9.past","You endured something grueling. Battered and tired, you kept standing when everything said to give up. That resilience defined you.","Период изнурительной борьбы, когда силы были на исходе. Но стойкость позволила выстоять."
"readings","readings.wands-9.present","You're exhausted and the battle isn't over. One more push. You've come too far to stop now, even if every bone aches. Hold on.","Устаёшь, но сдаваться нельзя. Осталось чуть-чуть. Последний рубеж — самый тяжёлый, но и самый короткий."
"readings","readings.wands-9.future","A test of endurance is ahead. It will push you to your limits. You'll want to quit — don't. You're tougher than you think.","Впереди последнее испытание на прочность. Силы будут на пределе, но финиш — за поворотом."
"readings","readings.wands-10.keywords","burden, responsibility, overload, hard work","бремя, перегрузка, ответственность, упорство"
"readings","readings.wands-10.meaning","A figure carries all ten wands, barely able to see over the load. Too much, and yet still moving forward. This is overcommitment, too many responsibilities, the weight of taking on everything yourself.","Десятка Жезлов — фигура несёт все десять жезлов, еле видя дорогу. Перегрузка, слишком много на плечах. Нести можно, но стоит спросить — всё ли это твоё бремя?"
"readings","readings.wands-10.past","You carried too much. Responsibilities piled up until the load was crushing. That experience taught you something about limits — or it should have.","Период, когда ответственность давила невыносимо. Нести всё на себе оказалось тяжелее, чем думалось."
"readings","readings.wands-10.present","You're overloaded. The weight is real and unsustainable. Put something down before you collapse. Not everything on your back is yours to carry.","Слишком много на плечах. Посмотри, что можно сложить. Не всё нужно нести в одиночку."
"readings","readings.wands-10.future","A heavy load of responsibility is ahead. Before you say yes to everything, remember: carrying ten wands means you can't see where you're going.","Впереди период повышенной нагрузки. Ключ — не брать больше, чем можно унести. Делегируй."
"readings","readings.wands-page.keywords","enthusiasm, exploration, discovery, free spirit","энтузиазм, исследование, творчество, послание"
"readings","readings.wands-page.meaning","A young figure studies their wand with wide eyes and boundless curiosity. Fresh enthusiasm, a new passion discovered, the excitement of someone who just found their fire. Channel it before it scatters.","Паж Жезлов смотрит на свой жезл с огнём в глазах. Энтузиазм, новая идея, творческий импульс. Молодая энергия, которая ещё не знает границ — и в этом её сила."
"readings","readings.wands-page.past","A discovery or new interest ignited your passion. That youthful enthusiasm — raw and undirected — set the tone for what followed.","Момент вдохновения и энтузиазма, когда новая идея захватила целиком. Та энергия стала началом чего-то важного."
"readings","readings.wands-page.present","Something new has your attention and your energy is high. Good. Now focus it. Enthusiasm without direction is just noise.","Приходит послание или идея, полная энергии. Не отмахивайся — этот энтузиазм может стать началом чего-то большого."
"readings","readings.wands-page.future","An exciting message or new passion is coming. It will light you up with possibility. Enjoy the spark, then give it structure.","Впереди вдохновляющая новость или идея. Творческая энергия ищет выход — будь готов её направить."
"readings","readings.wands-knight.keywords","adventure, energy, impulsiveness, action","страсть, приключение, смелость, импульсивность"
"readings","readings.wands-knight.meaning","The Knight of Wands charges forward, horse rearing, eyes on the horizon. Pure action, zero hesitation, all fire. Exciting and effective — until he burns through everything without a plan.","Рыцарь Жезлов мчится на горячем коне, жезл поднят как факел. Страсть, отвага, жажда приключений. Он не думает — он действует. Иногда это именно то, что нужно."
"readings","readings.wands-knight.past","An impulsive move or bold adventure changed your course. The energy was intoxicating, even if the planning was nonexistent.","Было время страсти и авантюр, когда действие опережало мысль. Эта смелость — разрушительная или спасительная — запомнилась надолго."
"readings","readings.wands-knight.present","Act now, think later — within reason. The situation needs boldness and fire, not careful deliberation. Just make sure you know the general direction.","Пора действовать со страстью. Хватит взвешивать — прыгни. Энергия сейчас зашкаливает — направь её."
"readings","readings.wands-knight.future","An adventure or passionate pursuit is ahead. It will move fast and demand your full energy. Don't overthink — charge.","Впереди страстный порыв или авантюра. Смелость будет вознаграждена, но не забывай смотреть, куда скачешь."
"readings","readings.wands-queen.keywords","confidence, warmth, determination, vibrancy","уверенность, харизма, тепло, творческая сила"
"readings","readings.wands-queen.meaning","The Queen of Wands sits with a sunflower in one hand and her wand in the other, a black cat at her feet. Magnetic, confident, warm. She lights up every room without trying. This is passion paired with self-assurance.","Королева Жезлов на троне с подсолнухами, чёрный кот у ног. Уверенность, тёплая харизма, творческая сила. Она притягивает не давлением, а сиянием. Внутренний огонь, которым хочется делиться."
"readings","readings.wands-queen.past","A vibrant, confident figure shaped your world — someone whose warmth and determination were impossible to ignore.","Период уверенности и творческого подъёма. Внутренний огонь горел ярко и притягивал к себе людей и возможности."
"readings","readings.wands-queen.present","Own your power. You're more magnetic and capable than you're giving yourself credit for. Step into the room like you belong there — because you do.","Внутренний огонь силён. Доверяй своей энергии, дари тепло, твори. Харизма — не трюк, а состояние."
"readings","readings.wands-queen.future","You're growing into a bold, warm authority. The confidence building inside you is about to become visible to everyone around you.","Впереди период, когда уверенность и творческая сила выйдут на пик. Огонь внутри готов разгореться."
"readings","readings.wands-king.keywords","leadership, vision, entrepreneurship, bold action","лидерство, видение, предприимчивость, смелость"
"readings","readings.wands-king.meaning","The King of Wands holds his living staff and gazes forward with fierce clarity. The visionary, the entrepreneur, the leader who inspires by doing. He doesn't just have ideas — he makes them happen.","Король Жезлов на троне, украшенном саламандрами и львами. Жезл в руке, взгляд в будущее. Визионер, лидер, тот, кто превращает огонь страсти в реальные свершения."
"readings","readings.wands-king.past","Bold leadership or entrepreneurial vision drove a period of real creation. Someone — maybe you — turned fire into something lasting.","Период лидерства и реализации масштабного видения. Энергия и предприимчивость превратили идею в реальность."
"readings","readings.wands-king.present","Lead with vision and boldness. This is your moment to take charge, inspire others, and turn ambition into action. Don't wait for permission.","Время вести за собой. Видение есть, энергия есть — осталось действовать масштабно. Не мелочись."
"readings","readings.wands-king.future","A leadership role or entrepreneurial opportunity is ahead. Your vision and energy will be needed. Step into it fully — hesitation doesn't suit you.","Впереди роль лидера и визионера. Страсть и смелость приведут к масштабным достижениям."
"readings","readingTemplates.intros.0","Three cards have come forward: {card1}, {card2}, and {card3}. Let's see what they have to say.","Три карты вышли вперёд: {card1}, {card2} и {card3}. Посмотрим, что они скажут."
"readings","readingTemplates.intros.1","{card1}, {card2}, and {card3} — an interesting combination. Here is what the cards reveal.","{card1}, {card2} и {card3} — интересное сочетание. Вот что открывают карты."
"readings","readingTemplates.intros.2","The cards before you are {card1}, {card2}, and {card3}. Together they tell a clear story.","Перед тобой {card1}, {card2} и {card3}. Вместе они рассказывают ясную историю."
"readings","readingTemplates.intros.3","{card1}, {card2}, {card3}. These three chose to speak today — listen well.","{card1}, {card2}, {card3}. Эти три решили заговорить сегодня — слушай внимательно."
"readings","readingTemplates.bridges.0","Now let's turn to the present.","Теперь обратимся к настоящему."
"readings","readingTemplates.bridges.1","From the past, the cards shift to what is happening now.","От прошлого карты переходят к тому, что происходит сейчас."
"readings","readingTemplates.futureBridges.0","And what lies ahead —","А что впереди —"
"readings","readingTemplates.futureBridges.1","The final card looks forward.","Последняя карта смотрит в будущее."
"readings","readingTemplates.closings.0","The cards have spoken. Take what resonates, leave what doesn't — but pay attention.","Карты высказались. Возьми то, что откликается, остальное отпусти — но будь внимательнее."
"readings","readingTemplates.closings.1","That is your reading. Sit with it for a moment before you move on.","Вот твой расклад. Побудь с ним мгновение, прежде чем идти дальше."
"readings","readingTemplates.closings.2","The spread is complete. Trust what stirred in you as you read these words.","Расклад завершён. Доверяй тому, что шевельнулось внутри, пока эти слова звучали."
"readings","readingTemplates.pastPrefix","{card} in the past position: ","{card} в позиции прошлого: "
"readings","readingTemplates.presentPrefix","{card} in the present: ","{card} в настоящем: "
"readings","readingTemplates.futurePrefix","{card} for the future: ","{card} на будущее: "
"readings","readers.vespera.displayName","Madame Vespera","Мадам Веспера"
"readings","readers.vespera.title","Conduit of the Velvet Veil","Проводница Бархатной Завесы"
"readings","readers.vespera.tagline","Sit closer, darling. The cards have been waiting.","Сядь поближе, дорогой мой. Карты ждут."
"readings","readers.vespera.bio","Three generations of mediums in the family. Vespera reads with reverence, takes her time, and treats every card like it came specifically for you.","Три поколения медиумов в семье. Веспера гадает с благоговением, не торопясь, и относится к каждой карте так, будто та пришла именно для тебя."
"readings","readers.vespera.intros.0","Three cards, darling: {card1}, {card2}, and {card3}. They didn't arrive together by accident.","Три карты: {card1}, {card2} и {card3}. Неслучайно они легли вместе."
"readings","readers.vespera.intros.1","{card1}, {card2}, and {card3}. Mm. The deck has chosen carefully tonight.","{card1}, {card2} и {card3}. Мм. Колода выбирала тщательно сегодня."
"readings","readers.vespera.intros.2","Look — {card1}, {card2}, {card3}. A combination worth listening to.","Смотри — {card1}, {card2}, {card3}. Сочетание, к которому стоит прислушаться."
"readings","readers.vespera.intros.3","{card1}, {card2}, {card3}. Settle in. These three have something to say.","{card1}, {card2}, {card3}. Устраивайся. У этих трёх есть что сказать."
"readings","readers.vespera.bridges.0","But the past is only the doorway. The present is where the work happens.","Но прошлое — лишь дверной проём. Настоящее — вот где начинается работа."
"readings","readers.vespera.bridges.1","From what was, to what is — pay attention here, dear.","От того, что было, к тому, что есть — здесь стоит быть внимательнее."
"readings","readers.vespera.futureBridges.0","And now — what's coming. The cards lean in.","А теперь — то, что впереди. Карты подаются вперёд."
"readings","readers.vespera.futureBridges.1","The third card. The one we always come for.","Третья карта. Та, ради которой всё затевается."
"readings","readers.vespera.closings.0","There. Take what was given. Some of it will only make sense later.","Вот и всё. Прими то, что дано. Кое-что станет понятно лишь позже."
"readings","readers.vespera.closings.1","The reading is yours now. Hold it carefully.","Расклад теперь принадлежит тебе. Храни его бережно."
"readings","readers.vespera.closings.2","That's what the cards offered. Sit with it before you move on.","Вот что предложили карты. Побудь с этим, прежде чем идти дальше."
"readings","readers.vespera.pastPrefix","{card}, in the past — ","{card}, в прошлом — "
"readings","readers.vespera.presentPrefix","{card}, here in the present — ","{card}, здесь, в настоящем — "
"readings","readers.vespera.futurePrefix","{card}, ahead of you — ","{card}, впереди — "
"readings","readers.crow.displayName","The Crow","Ворон"
"readings","readers.crow.title","Reader of the Last Hour","Чтец Последнего Часа"
"readings","readers.crow.tagline","Sit. Don't speak. The cards already know.","Садись. Молчи. Карты уже знают."
"readings","readers.crow.bio","No introductions. No softening. The Crow tells you what the cards say and nothing more.","Никаких представлений. Никаких смягчений. Ворон говорит то, что говорят карты, и ни слова больше."
"readings","readers.crow.intros.0","{card1}. {card2}. {card3}. Three cards. No accidents.","{card1}. {card2}. {card3}. Три карты. Случайностей нет."
"readings","readers.crow.intros.1","{card1}, {card2}, {card3}. Look at them.","{card1}, {card2}, {card3}. Смотри на них."
"readings","readers.crow.intros.2","Drawn: {card1}, {card2}, {card3}. They mean what they mean.","Выпало: {card1}, {card2}, {card3}. Значение — ровно то, что есть."
"readings","readers.crow.intros.3","{card1}. Then {card2}. Then {card3}. A sentence the universe is finishing.","{card1}. Затем {card2}. Затем {card3}. Фраза, которую вселенная заканчивает."
"readings","readers.crow.bridges.0","That was before. This is now.","Это было тогда. Сейчас — другое."
"readings","readers.crow.bridges.1","The past is fixed. The present isn't.","Прошлое зафиксировано. Настоящее — нет."
"readings","readers.crow.futureBridges.0","Ahead.","Впереди."
"readings","readers.crow.futureBridges.1","What hasn't happened yet.","То, чего ещё нет."
"readings","readers.crow.closings.0","That's the reading.","Расклад окончен."
"readings","readers.crow.closings.1","The cards are done. You aren't.","Карты закончили. Ты — нет."
"readings","readers.crow.closings.2","Three cards. One direction. Go.","Три карты. Одно направление. Иди."
"readings","readers.crow.pastPrefix","{card}. Past: ","{card}. Прошлое: "
"readings","readers.crow.presentPrefix","{card}. Now: ","{card}. Сейчас: "
"readings","readers.crow.futurePrefix","{card}. Coming: ","{card}. Грядёт: "
"readings","readers.reginald.displayName","Reginald Ash","Реджинальд Эш"
"readings","readers.reginald.title","Reluctant Practitioner, Est. 1847","Неохотный Практик, с 1847 г."
"readings","readers.reginald.tagline","Fine. Sit down. Let's get this over with.","Ладно. Садись. Давай покончим с этим."
"readings","readers.reginald.bio","Has been reading cards for longer than he cares to discuss. Takes the work seriously, takes most querents less so. You'll get the truth — phrased exactly as he sees fit.","Гадает на картах дольше, чем готов обсуждать. К работе относится серьёзно, к большинству вопрошающих — менее. Правда будет сказана — именно так, как он считает нужным."
"readings","readers.reginald.intros.0","Right. {card1}, {card2}, {card3}. I've seen this combination before. It still means something. Let's proceed.","Итак. {card1}, {card2}, {card3}. Это сочетание уже встречалось. И до сих пор кое-что значит. Продолжим."
"readings","readers.reginald.intros.1","{card1}, {card2}, and {card3}. A spread with actual substance, for once.","{card1}, {card2} и {card3}. Расклад с настоящим содержанием, наконец-то."
"readings","readers.reginald.intros.2","{card1}, {card2}, {card3}. Don't ask if it's good news. Just listen.","{card1}, {card2}, {card3}. Не спрашивай, хорошие ли новости. Просто слушай."
"readings","readers.reginald.intros.3","Hm. {card1}, then {card2}, then {card3}. Brace yourself — this one earns its fee.","Хм. {card1}, затем {card2}, затем {card3}. Приготовься — этот расклад стоит своих денег."
"readings","readers.reginald.bridges.0","The past is finished, despite its habit of pretending otherwise. Onward.","Прошлое закончилось, хотя и любит притворяться иначе. Дальше."
"readings","readers.reginald.bridges.1","Yes, yes, that was then. The present is more pressing.","Да, да, это было тогда. Настоящее важнее."
"readings","readers.reginald.futureBridges.0","And now — the future. The part you actually came for.","А теперь — будущее. То, ради чего на самом деле весь визит."
"readings","readers.reginald.futureBridges.1","The third card. Try to look composed.","Третья карта. Постарайся сохранить самообладание."
"readings","readers.reginald.closings.0","That's the reading. Take it seriously or don't — but at least now you've been told.","Вот расклад. Можно принять всерьёз, можно нет — но теперь, по крайней мере, всё сказано."
"readings","readers.reginald.closings.1","Done. You'll do what you'll do. Most people do.","Готово. Каждый поступает, как считает нужным. Обычно так и бывает."
"readings","readers.reginald.closings.2","There. Free of theatrics, as promised. You may show yourself out.","Вот. Без театральности, как и обещано. Можно идти."
"readings","readers.reginald.pastPrefix","{card}, in the past — and frankly, this explains a great deal: ","{card}, в прошлом — и, честно говоря, это многое объясняет: "
"readings","readers.reginald.presentPrefix","{card}, in the present. This is, I'm afraid, where you live: ","{card}, в настоящем. Здесь, увы, приходится жить: "
"readings","readers.reginald.futurePrefix","{card}, ahead. I won't soften it: ","{card}, впереди. Смягчать не стану: "
"plans","plans.FREE.name","Free","Бесплатный"
"plans","plans.FREE.features.0","3 readings per day","3 гадания в день"
"plans","plans.FREE.features.1","Resets at midnight","Сбрасывается в полночь"
"plans","plans.SINGLE.name","Single reading","Разовое гадание"
"plans","plans.SINGLE.features.0","One extra reading","Одно дополнительное гадание"
"plans","plans.SINGLE.features.1","No subscription","Без подписки"
"plans","plans.MONTHLY.name","Monthly","Ежемесячный"
"plans","plans.MONTHLY.features.0","Unlimited readings","Безлимитные гадания"
"plans","plans.MONTHLY.features.1","Reading history","История гаданий"
"plans","plans.MONTHLY.features.2","Choose your deck","Выбор колоды"
"plans","plans.MONTHLY.features.3","Choose your diviner","Выбор гадателя"
"plans","plans.MONTHLY.features.4","Long-form interpretations","Развёрнутые толкования"
"plans","plans.MONTHLY.features.5","Daily card email","Карта дня на почту"
"plans","plans.MONTHLY.features.6","Export readings as PDF","Экспорт гаданий в PDF"
"plans","plans.MONTHLY.features.7","Favorites & personal notes","Избранное и личные заметки"
"plans","plans.MONTHLY.features.8","Reminder notifications","Уведомления-напоминания"
"plans","plans.MONTHLY.features.9","Ad-free","Без рекламы"
"plans","plans.YEARLY.name","Yearly","Годовой"
"plans","plans.YEARLY.features.0","Everything in Monthly","Всё из Ежемесячного"
"plans","plans.YEARLY.features.1","Save 58% vs monthly","Экономия 58% по сравнению с ежемесячным"
"plans","plans.YEARLY.features.2","Exclusive seasonal decks","Эксклюзивные сезонные колоды"
"plans","plans.YEARLY.features.3","Early access to new diviners & decks","Ранний доступ к новым гадателям и колодам"
"disclaimers","disclaimers.ageConfirm","I confirm I am 18 years of age or older.","Я подтверждаю, что мне 18 лет или больше."
"disclaimers","disclaimers.entertainmentShort","For entertainment purposes only. Not a substitute for professional advice.","Только в развлекательных целях. Не заменяет профессиональную консультацию."
"disclaimers","disclaimers.entertainmentFull","This service is provided for entertainment purposes only. Tarot readings should not be used as a substitute for professional medical, legal, financial, or psychological advice.","Данный сервис предоставляется исключительно в развлекательных целях. Расклады Таро не должны использоваться в качестве замены профессиональной медицинской, юридической, финансовой или психологической консультации."
"disclaimers","disclaimers.ageRequiredError","You must confirm you are 18 or older to continue.","Вы должны подтвердить, что вам 18 лет или больше, чтобы продолжить."
"seo","seo.siteName","The Veil","The Veil"
"seo","seo.home.metaTitle","Free Tarot Reading — Online Mystical Tarot App","Бесплатное гадание на Таро — мистическое онлайн-приложение"
"seo","seo.home.metaDescription","Unveil the mysteries of your future with our mystical tarot reading app. Free daily readings, multiple decks, and personal readers.","Откройте тайны своего будущего в нашем мистическом приложении Таро. Бесплатные ежедневные расклады, разные колоды и личные тарологи."
"seo","seo.home.keywords","tarot, free tarot reading, online tarot, tarot cards, tarot reading app, daily tarot","таро, бесплатное гадание таро, онлайн таро, карты таро, приложение таро"
"seo","seo.decks.metaTitle","Choose Your Tarot Deck","Выберите свою колоду Таро"
"seo","seo.decks.metaDescription","Pick your favorite tarot deck — Rider-Waite, Klimt, or Gothic-Vintage. Each deck reshapes the visual story of your reading.","Выберите любимую колоду — Райдера-Уэйта, Климта или Готическую Винтажную. Каждая колода по-своему рассказывает историю вашего расклада."
"seo","seo.decks.keywords","tarot deck, rider-waite, klimt tarot, gothic tarot, tarot card deck","колода таро, райдер-уэйт, климт таро, готическое таро, карты таро"
"seo","seo.subscription.metaTitle","Subscription Plans","Подписка"
"seo","seo.subscription.metaDescription","Unlock unlimited readings, premium decks, and exclusive readers with a Tarot subscription.","Откройте неограниченные расклады, премиум-колоды и эксклюзивных тарологов с подпиской Tarot."
"seo","seo.subscription.keywords","tarot subscription, unlimited tarot readings, premium tarot, tarot pricing","подписка таро, неограниченные расклады таро, премиум таро"
"seo","seo.profile.metaTitle","Your Mystic Profile","Ваш мистический профиль"
"seo","seo.profile.metaDescription","Manage your account, readings, and preferences.","Управляйте учётной записью, раскладами и настройками."
"contact","contact.metaTitle","Contact The Veil","Связаться с Завесой"
"contact","contact.metaDescription","Reach out to The Veil — questions, data requests, legal notices.","Свяжитесь с Завесой — вопросы, запросы по данным, юридические уведомления."
"contact","contact.heading","Contact","Контакты"
"contact","contact.intro","Send a message and we'll get back to you. For data-protection requests (export, deletion, correction), pick the matching category so it routes to the right inbox.","Напишите нам, и мы вам ответим. Для запросов по защите данных (экспорт, удаление, исправление) выберите подходящую категорию, чтобы обращение попало в нужный ящик."
"contact","contact.fields.name","Name","Имя"
"contact","contact.fields.email","Email","Эл. почта"
"contact","contact.fields.category","Reason","Причина"
"contact","contact.fields.message","Message","Сообщение"
"contact","contact.placeholders.name","Your name","Ваше имя"
"contact","contact.placeholders.email","you@example.com","you@example.com"
"contact","contact.placeholders.message","Tell us what's on your mind.","Расскажите, что вас беспокоит."
"contact","contact.categories.general","General question","Общий вопрос"
"contact","contact.categories.dsar_access","Export my data","Экспортировать мои данные"
"contact","contact.categories.dsar_delete","Delete my data","Удалить мои данные"
"contact","contact.categories.dsar_correct","Correct my data","Исправить мои данные"
"contact","contact.categories.legal_ip","Legal, copyright, or subscription cancellation","Юридические вопросы, авторское право или отмена подписки"
"contact","contact.categories.other","Other","Другое"
"contact","contact.submit","Send message","Отправить сообщение"
"contact","contact.submitting","Sending…","Отправка…"
"contact","contact.success","Thanks — your message is on its way. We'll reply to the email you provided.","Спасибо — ваше сообщение отправлено. Мы ответим на указанный вами адрес эл. почты."
"contact","contact.errorGeneric","Something went wrong sending your message. Please try again in a moment.","При отправке сообщения произошла ошибка. Пожалуйста, попробуйте ещё раз через мгновение."
"contact","contact.errors.nameRequired","Please enter your name.","Пожалуйста, введите ваше имя."
"contact","contact.errors.nameTooLong","Name must be 100 characters or fewer.","Имя не должно превышать 100 символов."
"contact","contact.errors.emailRequired","Please enter your email.","Пожалуйста, введите вашу эл. почту."
"contact","contact.errors.emailInvalid","Please enter a valid email address.","Пожалуйста, введите корректный адрес эл. почты."
"contact","contact.errors.categoryRequired","Please pick a reason.","Пожалуйста, выберите причину."
"contact","contact.errors.messageRequired","Please write a message.","Пожалуйста, напишите сообщение."
"contact","contact.errors.messageTooShort","Message must be at least 10 characters.","Сообщение должно содержать не менее 10 символов."
"contact","contact.errors.messageTooLong","Message must be 5000 characters or fewer.","Сообщение не должно превышать 5000 символов."
"payment","payment.confirmingTitle","Confirming your payment","Подтверждаем ваш платёж"
"payment","payment.confirmingMessage","Hang tight — we're confirming your payment with the bank. This can take a moment; please don't close this page.","Подождите — мы подтверждаем ваш платёж в банке. Это может занять некоторое время; пожалуйста, не закрывайте эту страницу."
"payment","payment.creditAddedTitle","Reading credit added","Гадание добавлено"
"payment","payment.creditAddedMessage","Your payment is confirmed. You now have {count, plural, one {# reading credit} other {# reading credits}}.","Ваш платёж подтверждён. Теперь у вас {count, plural, one {# гадание} few {# гадания} many {# гаданий} other {# гадания}}."
"payment","payment.subActiveTitle","Subscription active","Подписка активна"
"payment","payment.subActiveMonthly","Your monthly subscription is now active. Enjoy The Veil.","Ваша месячная подписка теперь активна. Наслаждайтесь Завесой."
"payment","payment.subActiveYearly","Your yearly subscription is now active. Enjoy The Veil.","Ваша годовая подписка теперь активна. Наслаждайтесь Завесой."
"payment","payment.confirmedTitle","Payment confirmed","Платёж подтверждён"
"payment","payment.confirmedMonthly","Your monthly subscription is active.","Ваша месячная подписка активна."
"payment","payment.confirmedYearly","Your yearly subscription is active.","Ваша годовая подписка активна."
"payment","payment.confirmedWithCredits","Your payment is confirmed. You have {count, plural, one {# reading credit} other {# reading credits}}.","Ваш платёж подтверждён. У вас {count, plural, one {# гадание} few {# гадания} many {# гаданий} other {# гадания}}."
"payment","payment.confirmedGeneric","Your payment is confirmed.","Ваш платёж подтверждён."
"payment","payment.failedTitle","Payment not completed","Платёж не завершён"
"payment","payment.failedMessage","Your payment didn't go through, so nothing was charged. You can try again whenever you're ready.","Ваш платёж не прошёл, поэтому средства не списаны. Вы можете попробовать снова, когда будете готовы."
"payment","payment.signedOutTitle","Sign in to view your payment","Войдите, чтобы увидеть ваш платёж"
"payment","payment.signedOutMessage","We couldn't read your account. Sign in to The Veil to see your latest status.","Не удалось прочитать вашу учётную запись. Войдите в Завесу, чтобы увидеть ваш последний статус."
"payment","payment.processingTitle","Still confirming","Всё ещё подтверждаем"
"payment","payment.processingMessage","Your payment is still being confirmed by the bank — this can take a little while. Your purchase will be applied automatically once it clears, and you won't be charged again. Check again below, or come back shortly; if you start a reading before it clears you may briefly be asked to subscribe — just try again in a moment.","Ваш платёж всё ещё подтверждается банком — это может занять некоторое время. Ваша покупка будет применена автоматически, как только платёж пройдёт, и повторное списание не произойдёт. Проверьте ещё раз ниже или вернитесь чуть позже; если вы начнёте гадание до подтверждения, вас могут ненадолго попросить оформить подписку — просто попробуйте снова через мгновение."
"payment","payment.checkAgain","Check again","Проверить снова"
"payment","payment.returnLink","Return to The Veil","Вернуться в Завесу"
"greetings","greetings.returned","You have returned, {name}.","Вы вернулись, {name}."
"greetings","greetings.circleComplete","The circle is complete, {name}.","Круг замкнулся, {name}."
"greetings","greetings.fold","Welcome back to the fold, {name}.","С возвращением в наш круг, {name}."
"greetings","greetings.beginsAgain","Ah. {name}. So it begins again.","А. {name}. Значит, всё начинается снова."
"greetings","greetings.theyAlwaysDo","You came back, {name}. They always do.","Вы вернулись, {name}. Они всегда возвращаются."
"greetings","greetings.feltYouComing","We felt you coming, {name}.","Мы почувствовали ваше приближение, {name}."
"greetings","greetings.enterFreely","Enter freely, {name}. And of your own will.","Входите по своей воле, {name}. И по собственному желанию."
"greetings","greetings.othersWereWrong","The others said you wouldn't return, {name}. They were wrong.","Другие говорили, что вы не вернётесь, {name}. Они ошиблись."
"greetings","greetings.asForetold","{name}. Again. As foretold.","{name}. Снова. Как и было предсказано."
"greetings","greetings.seatKeptWarm","Your seat was kept warm, {name}.","Ваше место сохранили тёплым, {name}."
"greetings","greetings.rightOnTime","Right on time, {name}. As if you had a choice.","Точно в срок, {name}. Как будто у вас был выбор."
"greetings","greetings.signsCorrect","The signs were correct. Welcome, {name}.","Знаки не солгали. Добро пожаловать, {name}."
"greetings","greetings.somethingStirred","Something stirred when you arrived, {name}.","Что-то шевельнулось, когда вы пришли, {name}."
"greetings","greetings.nobodyLeaves","Welcome, {name}. Nobody really leaves.","Добро пожаловать, {name}. На самом деле никто не уходит."
"greetings","greetings.findsYouAnyway","Step into the light, {name}. Or don't. It finds you anyway.","Шагните в свет, {name}. Или нет. Он всё равно вас найдёт."
"greetings","greetings.ritualResumes","The ritual resumes, {name}.","Ритуал продолжается, {name}."
"greetings","greetings.weAlwaysKnow","{name}. We always know when you're coming.","{name}. Мы всегда знаем, когда вы придёте."
"greetings","greetings.anonReturned","You have returned.","Вы вернулись."
"greetings","greetings.anonCircleComplete","The circle is complete.","Круг замкнулся."
"greetings","greetings.anonBeginsAgain","Ah. So it begins again.","А. Значит, всё начинается снова."
