"namespace","key","English (source — do not edit)","Ukrainian (edit this column)"
"readings","readings.wands-4.past","A celebration marked a real achievement — a homecoming, a milestone, a moment when everything felt right. That joy was earned.","Свято позначило справжнє досягнення — повернення додому, віху, мить, коли все відчувалося правильним. Та радість була заслужена."
"readings","readings.wands-4.present","Celebrate. A milestone has been reached and it deserves recognition. Gather your people and enjoy what you've accomplished together.","Святкуй. Віху досягнуто, і вона заслуговує визнання. Збери своїх людей і насолоджуйтеся тим, що досягнуто разом."
"readings","readings.wands-4.future","A celebration is on the horizon. A milestone, a welcome, a moment of shared joy. Something worth looking forward to.","Свято на горизонті. Віха, зустріч, мить спільної радості. Те, на що варто чекати."
"readings","readings.wands-5.keywords","conflict, competition, tension, disagreement","конфлікт, конкуренція, напруга, розбіжність"
"readings","readings.wands-5.meaning","Five figures waving wands at each other — chaotic, noisy, everyone fighting for their position. Conflict, but not the deadly kind. This is competition, creative friction, the messy process of sorting things out.","П'ять постатей розмахують жезлами одне на одного — хаотично, гучно, кожен б'ється за позицію. Конфлікт, але не смертельний. Це конкуренція, творче тертя, безладний процес упорядкування."
"readings","readings.wands-5.past","A period of conflict or competition tested you. The struggle was frustrating, but it sharpened your resolve and clarified your position.","Період конфлікту чи конкуренції випробував тебе. Боротьба дратувала, але загострила рішучість і прояснила позицію."
"readings","readings.wands-5.present","There's friction in the air. Multiple voices, competing agendas, everyone pushing their angle. It's messy, but sometimes clarity comes from the fight.","У повітрі тертя. Багато голосів, суперечливі плани, кожен проштовхує своє. Безладно, але іноді ясність приходить із бою."
"readings","readings.wands-5.future","Competition or disagreement is ahead. Don't avoid it — engage with it. The conflict will ultimately clarify what matters.","Попереду конкуренція чи розбіжність. Не уникай — вступай. Конфлікт зрештою прояснить, що важливо."
"readings","readings.wands-6.keywords","victory, recognition, triumph, public success","перемога, визнання, тріумф, публічний успіх"
"readings","readings.wands-6.meaning","A rider crowned with a laurel wreath, carried forward by a cheering crowd. Public victory, recognition earned through effort. This is the triumph card — enjoy the parade.","Вершник, увінчаний лавровим вінком, несений вперед радісним натовпом. Публічна перемога, визнання, здобуте зусиллями. Це карта тріумфу — насолоджуйся парадом."
"readings","readings.wands-6.past","A victory was recognized publicly. You succeeded, and others saw it. That moment of recognition mattered more than you might admit.","Перемога була публічно визнана. Ти переміг, і інші побачили. Та мить визнання значила більше, ніж ти, можливо, визнаєш."
"readings","readings.wands-6.present","You're winning. Not in a quiet way — in the way where people notice. Accept the recognition. You earned this.","Ти перемагаєш. Не тихо — так, що люди помічають. Прийми визнання. Ти це заслужив."
"readings","readings.wands-6.future","Public recognition or victory is ahead. The work you've put in is about to be acknowledged. Enjoy the moment — you've earned it.","Попереду публічне визнання чи перемога. Робота, яку вклав, ось-ось буде визнана. Насолоджуйся миттю — заслужив."
"readings","readings.wands-7.keywords","defense, perseverance, standing your ground, determination","оборона, наполегливість, відстоювання, рішучість"
"readings","readings.wands-7.meaning","A figure on high ground, holding one wand against six. Outnumbered but not outmatched. This is about defending your position against pressure. You have the advantage — don't give it up.","Постать на підвищенні тримає один жезл проти шести. У меншості, але не переможено. Це про оборону позиції під тиском. Перевага в тебе — не віддавай."
"readings","readings.wands-7.past","You stood your ground against opposition. Outnumbered or outgunned, you held your position through sheer determination.","Ти тримався проти опору. У меншості чи під натиском, утримав позицію чистою рішучістю."
"readings","readings.wands-7.present","You're being challenged. Hold your ground. The high position is yours and the advantage is real, even if the pressure is intense.","Тебе кидають виклик. Тримай позицію. Висока точка — твоя, і перевага справжня, навіть якщо тиск інтенсивний."
"readings","readings.wands-7.future","A challenge to your position is coming. You'll need to defend what you've built. Stand firm — the ground beneath you is solid.","Наближається виклик твоїй позиції. Потрібно буде захищати те, що побудував. Стій твердо — ґрунт під тобою міцний."
"readings","readings.wands-8.keywords","speed, movement, swift action, momentum","швидкість, рух, швидка дія, імпульс"
"readings","readings.wands-8.meaning","Eight wands flying through the air toward the ground. Speed, momentum, things happening fast. Whatever's been in motion is about to land. This card is pure velocity.","Вісім жезлів летять у повітрі до землі. Швидкість, імпульс, стрімкі події. Те, що було в русі, ось-ось приземлиться. Ця карта — чиста швидкість."
"readings","readings.wands-8.past","Things moved fast — messages, events, changes all arriving at once. That period of rapid motion covered a lot of ground in a short time.","Усе рухалося швидко — повідомлення, події, зміни прибували разом. Той період стрімкого руху пройшов багато за короткий час."
"readings","readings.wands-8.present","Everything is accelerating. Messages, decisions, events — all in motion. Ride the momentum rather than trying to slow it down.","Усе прискорюється. Повідомлення, рішення, події — все в русі. Їдь на імпульсі, а не намагайся сповільнити."
"readings","readings.wands-8.future","Rapid developments are incoming. Things will move faster than expected. Be ready to act quickly when they land.","Швидкі події наближаються. Усе рухатиметься швидше, ніж очікується. Будь готовий діяти миттєво, коли прийде."
"readings","readings.wands-9.keywords","resilience, persistence, last stand, grit","витривалість, стійкість, остання позиція, завзятість"
"readings","readings.wands-9.meaning","A wounded figure leans on a wand, eight more planted behind them. Battered but standing. This is grit — the refusal to go down even when every reasonable part of you wants to quit.","Поранена постать спирається на жезл, ще вісім позаду. Потріпаний, але стоїть. Це завзятість — відмова впасти, коли все розумне тобі каже здатися."
"readings","readings.wands-9.past","You endured something grueling. Battered and tired, you kept standing when everything said to give up. That resilience defined you.","Ти витримав щось виснажливе. Потріпаний і змучений, стояв, коли все казало здатися. Та стійкість визначила тебе."
"readings","readings.wands-9.present","You're exhausted and the battle isn't over. One more push. You've come too far to stop now, even if every bone aches. Hold on.","Ти виснажений, і бій не закінчився. Ще один поштовх. Зайшов надто далеко, щоб зупинятися, навіть якщо болить кожна кістка. Тримайся."
"readings","readings.wands-9.future","A test of endurance is ahead. It will push you to your limits. You'll want to quit — don't. You're tougher than you think.","Попереду випробування витривалості. Зіштовхне з межею. Захочеш кинути — не кидай. Ти міцніший, ніж думаєш."
"readings","readings.wands-10.keywords","burden, responsibility, overload, hard work","тягар, відповідальність, перевантаження, тяжка праця"
"readings","readings.wands-10.meaning","A figure carries all ten wands, barely able to see over the load. Too much, and yet still moving forward. This is overcommitment, too many responsibilities, the weight of taking on everything yourself.","Постать несе всі десять жезлів, ледве бачачи з-за вантажу. Занадто багато, і все ж рухається. Це надмірне зобов'язання, забагато відповідальностей, вага того, коли береш усе на себе."
"readings","readings.wands-10.past","You carried too much. Responsibilities piled up until the load was crushing. That experience taught you something about limits — or it should have.","Ти ніс занадто багато. Відповідальності накопичувалися, доки вантаж не став нищівним. Той досвід чогось навчив про межі — або мав би."
"readings","readings.wands-10.present","You're overloaded. The weight is real and unsustainable. Put something down before you collapse. Not everything on your back is yours to carry.","Ти перевантажений. Вага справжня й нестабільна. Поклади щось, перш ніж упадеш. Не все на твоїх плечах — твоє, щоб нести."
"readings","readings.wands-10.future","A heavy load of responsibility is ahead. Before you say yes to everything, remember: carrying ten wands means you can't see where you're going.","Попереду важкий вантаж відповідальності. Перш ніж сказати так усьому, пам'ятай: нести десять жезлів означає не бачити, куди йдеш."
"readings","readings.wands-page.keywords","enthusiasm, exploration, discovery, free spirit","ентузіазм, дослідження, відкриття, вільний дух"
"readings","readings.wands-page.meaning","A young figure studies their wand with wide eyes and boundless curiosity. Fresh enthusiasm, a new passion discovered, the excitement of someone who just found their fire. Channel it before it scatters.","Молода постать вивчає свій жезл широкими очима й безмежною цікавістю. Свіжий ентузіазм, нова відкрита пристрасть, збудження того, хто щойно знайшов свій вогонь. Скерують, перш ніж розсипиться."
"readings","readings.wands-page.past","A discovery or new interest ignited your passion. That youthful enthusiasm — raw and undirected — set the tone for what followed.","Відкриття чи новий інтерес запалили твою пристрасть. Той юнацький ентузіазм — сирий і невпорядкований — задав тон усьому, що пішло."
"readings","readings.wands-page.present","Something new has your attention and your energy is high. Good. Now focus it. Enthusiasm without direction is just noise.","Щось привернуло увагу, і енергія висока. Добре. Тепер сфокусуй її. Ентузіазм без напрямку — лише шум."
"readings","readings.wands-page.future","An exciting message or new passion is coming. It will light you up with possibility. Enjoy the spark, then give it structure.","Надходить хвилююче повідомлення чи нова пристрасть. Запалить можливостями. Насолоджуйся іскрою, потім дай їй структуру."
"readings","readings.wands-knight.keywords","adventure, energy, impulsiveness, action","пригода, енергія, імпульсивність, дія"
"readings","readings.wands-knight.meaning","The Knight of Wands charges forward, horse rearing, eyes on the horizon. Pure action, zero hesitation, all fire. Exciting and effective — until he burns through everything without a plan.","Лицар Жезлів мчить уперед, кінь стає дибки, очі на горизонті. Чиста дія, нуль вагань, суцільний вогонь. Захопливо й ефективно — доки не спалить усе без плану."
"readings","readings.wands-knight.past","An impulsive move or bold adventure changed your course. The energy was intoxicating, even if the planning was nonexistent.","Імпульсивний хід чи смілива пригода змінили курс. Енергія була п'янкою, навіть якщо планування не існувало."
"readings","readings.wands-knight.present","Act now, think later — within reason. The situation needs boldness and fire, not careful deliberation. Just make sure you know the general direction.","Дій зараз, думай пізніше — у межах розумного. Ситуація потребує сміливості й вогню, а не ретельного обмірковування. Лише переконайся, що знаєш загальний напрямок."
"readings","readings.wands-knight.future","An adventure or passionate pursuit is ahead. It will move fast and demand your full energy. Don't overthink — charge.","Попереду пригода чи пристрасна гонитва. Піде швидко й вимагатиме повної енергії. Не переоцінюй — кидайся."
"readings","readings.wands-queen.keywords","confidence, warmth, determination, vibrancy","упевненість, тепло, рішучість, яскравість"
"readings","readings.wands-queen.meaning","The Queen of Wands sits with a sunflower in one hand and her wand in the other, a black cat at her feet. Magnetic, confident, warm. She lights up every room without trying. This is passion paired with self-assurance.","Королева Жезлів сидить із соняшником в одній руці і жезлом в іншій, чорний кіт біля ніг. Магнетична, упевнена, тепла. Вона освітлює кожну кімнату без зусиль. Це пристрасть, поєднана із самоупевненістю."
"readings","readings.wands-queen.past","A vibrant, confident figure shaped your world — someone whose warmth and determination were impossible to ignore.","Яскрава, упевнена постать сформувала твій світ — той, чиє тепло й рішучість було неможливо ігнорувати."
"readings","readings.wands-queen.present","Own your power. You're more magnetic and capable than you're giving yourself credit for. Step into the room like you belong there — because you do.","Володій своєю силою. Ти магнетичніший і здатніший, ніж собі приписуєш. Заходь у кімнату, наче тобі тут місце — бо так і є."
"readings","readings.wands-queen.future","You're growing into a bold, warm authority. The confidence building inside you is about to become visible to everyone around you.","Зростаєш у сміливий, теплий авторитет. Упевненість, що формується всередині, ось-ось стане видимою для всіх навколо."
"readings","readings.wands-king.keywords","leadership, vision, entrepreneurship, bold action","лідерство, бачення, підприємництво, смілива дія"
"readings","readings.wands-king.meaning","The King of Wands holds his living staff and gazes forward with fierce clarity. The visionary, the entrepreneur, the leader who inspires by doing. He doesn't just have ideas — he makes them happen.","Король Жезлів тримає живий посох і дивиться вперед із лютою ясністю. Візіонер, підприємець, лідер, що надихає дією. Він не просто має ідеї — він їх втілює."
"readings","readings.wands-king.past","Bold leadership or entrepreneurial vision drove a period of real creation. Someone — maybe you — turned fire into something lasting.","Смілива лідерство чи підприємницьке бачення стимулювало період справжнього творення. Хтось — можливо, ти — перетворив вогонь на щось тривале."
"readings","readings.wands-king.present","Lead with vision and boldness. This is your moment to take charge, inspire others, and turn ambition into action. Don't wait for permission.","Веди з бачення й сміливості. Це твоя мить узяти управління, надихнути інших і перетворити амбіцію на дію. Не чекай дозволу."
"readings","readings.wands-king.future","A leadership role or entrepreneurial opportunity is ahead. Your vision and energy will be needed. Step into it fully — hesitation doesn't suit you.","Попереду роль лідера чи підприємницька можливість. Твоє бачення й енергія будуть потрібні. Увійди в неї повністю — вагання тобі не пасує."
"readings","readingTemplates.intros.0","Three cards have come forward: {card1}, {card2}, and {card3}. Let's see what they have to say.","Три карти вийшли вперед: {card1}, {card2} і {card3}. Послухаймо, що вони мають сказати."
"readings","readingTemplates.intros.1","{card1}, {card2}, and {card3} — an interesting combination. Here is what the cards reveal.","{card1}, {card2} і {card3} — цікаве поєднання. Ось що відкривають карти."
"readings","readingTemplates.intros.2","The cards before you are {card1}, {card2}, and {card3}. Together they tell a clear story.","Перед тобою — {card1}, {card2} і {card3}. Разом вони розповідають ясну історію."
"readings","readingTemplates.intros.3","{card1}, {card2}, {card3}. These three chose to speak today — listen well.","{card1}, {card2}, {card3}. Ці троє обрали заговорити сьогодні — слухай уважно."
"readings","readingTemplates.bridges.0","Now let's turn to the present.","Тепер звернімося до теперішнього."
"readings","readingTemplates.bridges.1","From the past, the cards shift to what is happening now.","Від минулого карти переходять до того, що відбувається зараз."
"readings","readingTemplates.futureBridges.0","And what lies ahead —","А що попереду —"
"readings","readingTemplates.futureBridges.1","The final card looks forward.","Остання карта дивиться вперед."
"readings","readingTemplates.closings.0","The cards have spoken. Take what resonates, leave what doesn't — but pay attention.","Карти промовили. Візьми те, що відгукується, залиш те, що ні — але зверни увагу."
"readings","readingTemplates.closings.1","That is your reading. Sit with it for a moment before you move on.","Це твоє ворожіння. Побудь із ним мить, перш ніж рухатися далі."
"readings","readingTemplates.closings.2","The spread is complete. Trust what stirred in you as you read these words.","Розклад завершений. Довіряй тому, що піднялося всередині, коли читав ці слова."
"readings","readingTemplates.pastPrefix","{card} in the past position: ","{card} у позиції минулого: "
"readings","readingTemplates.presentPrefix","{card} in the present: ","{card} у теперішньому: "
"readings","readingTemplates.futurePrefix","{card} for the future: ","{card} для майбутнього: "
"readings","readers.vespera.displayName","Madame Vespera","Мадам Веспера"
"readings","readers.vespera.title","Conduit of the Velvet Veil","Провідниця Оксамитової Завіси"
"readings","readers.vespera.tagline","Sit closer, darling. The cards have been waiting.","Сядь ближче, любий. Карти вже зачекалися."
"readings","readers.vespera.bio","Three generations of mediums in the family. Vespera reads with reverence, takes her time, and treats every card like it came specifically for you.","Три покоління медіумів у родині. Веспера читає з благоговінням, не поспішає і ставиться до кожної карти так, наче вона прийшла саме для тебе."
"readings","readers.vespera.intros.0","Three cards, darling: {card1}, {card2}, and {card3}. They didn't arrive together by accident.","Три карти, любий: {card1}, {card2} і {card3}. Вони прийшли разом не випадково."
"readings","readers.vespera.intros.1","{card1}, {card2}, and {card3}. Mm. The deck has chosen carefully tonight.","{card1}, {card2} і {card3}. Мм. Колода обрала ретельно сьогодні."
"readings","readers.vespera.intros.2","Look — {card1}, {card2}, {card3}. A combination worth listening to.","Поглянь — {card1}, {card2}, {card3}. Поєднання, яке варто послухати."
"readings","readers.vespera.intros.3","{card1}, {card2}, {card3}. Settle in. These three have something to say.","{card1}, {card2}, {card3}. Влаштуйся зручно. Ці троє мають що сказати."
"readings","readers.vespera.bridges.0","But the past is only the doorway. The present is where the work happens.","Але минуле — лише дверцята. Справжня робота відбувається в теперішньому."
"readings","readers.vespera.bridges.1","From what was, to what is — pay attention here, dear.","Від того, що було, до того, що є — тут будь уважним, любий."
"readings","readers.vespera.futureBridges.0","And now — what's coming. The cards lean in.","А тепер — що наближається. Карти схиляються."
"readings","readers.vespera.futureBridges.1","The third card. The one we always come for.","Третя карта. Та, заради якої завжди приходять."
"readings","readers.vespera.closings.0","There. Take what was given. Some of it will only make sense later.","Ось. Візьми, що дано. Частина зрозуміється лише пізніше."
"readings","readers.vespera.closings.1","The reading is yours now. Hold it carefully.","Ворожіння тепер твоє. Тримай його дбайливо."
"readings","readers.vespera.closings.2","That's what the cards offered. Sit with it before you move on.","Це те, що запропонували карти. Побудь із цим, перш ніж іти далі."
"readings","readers.vespera.pastPrefix","{card}, in the past — ","{card}, у минулому — "
"readings","readers.vespera.presentPrefix","{card}, here in the present — ","{card}, тут у теперішньому — "
"readings","readers.vespera.futurePrefix","{card}, ahead of you — ","{card}, попереду тебе — "
"readings","readers.crow.displayName","The Crow","Крук"
"readings","readers.crow.title","Reader of the Last Hour","Читач Останньої Години"
"readings","readers.crow.tagline","Sit. Don't speak. The cards already know.","Сідай. Не говори. Карти вже знають."
"readings","readers.crow.bio","No introductions. No softening. The Crow tells you what the cards say and nothing more.","Без вступів. Без пом'якшення. Крук каже те, що говорять карти, і нічого більше."
"readings","readers.crow.intros.0","{card1}. {card2}. {card3}. Three cards. No accidents.","{card1}. {card2}. {card3}. Три карти. Без випадковостей."
"readings","readers.crow.intros.1","{card1}, {card2}, {card3}. Look at them.","{card1}, {card2}, {card3}. Подивися на них."
"readings","readers.crow.intros.2","Drawn: {card1}, {card2}, {card3}. They mean what they mean.","Витягнуто: {card1}, {card2}, {card3}. Вони означають те, що означають."
"readings","readers.crow.intros.3","{card1}. Then {card2}. Then {card3}. A sentence the universe is finishing.","{card1}. Тоді {card2}. Тоді {card3}. Речення, яке всесвіт закінчує."
"readings","readers.crow.bridges.0","That was before. This is now.","Це було раніше. Це — зараз."
"readings","readers.crow.bridges.1","The past is fixed. The present isn't.","Минуле зафіксоване. Теперішнє — ні."
"readings","readers.crow.futureBridges.0","Ahead.","Попереду."
"readings","readers.crow.futureBridges.1","What hasn't happened yet.","Те, що ще не сталося."
"readings","readers.crow.closings.0","That's the reading.","Це — ворожіння."
"readings","readers.crow.closings.1","The cards are done. You aren't.","Карти закінчили. Ти — ні."
"readings","readers.crow.closings.2","Three cards. One direction. Go.","Три карти. Один напрямок. Іди."
"readings","readers.crow.pastPrefix","{card}. Past: ","{card}. Минуле: "
"readings","readers.crow.presentPrefix","{card}. Now: ","{card}. Зараз: "
"readings","readers.crow.futurePrefix","{card}. Coming: ","{card}. Попереду: "
"readings","readers.reginald.displayName","Reginald Ash","Реджинальд Еш"
"readings","readers.reginald.title","Reluctant Practitioner, Est. 1847","Неохочий Практик, з 1847 року"
"readings","readers.reginald.tagline","Fine. Sit down. Let's get this over with.","Добре. Сідайте. Покінчимо з цим."
"readings","readers.reginald.bio","Has been reading cards for longer than he cares to discuss. Takes the work seriously, takes most querents less so. You'll get the truth — phrased exactly as he sees fit.","Читає карти довше, ніж хотів би обговорювати. До справи ставиться серйозно, до більшості прохачів — менше. Отримаєте правду — висловлену точно так, як він вважає за потрібне."
"readings","readers.reginald.intros.0","Right. {card1}, {card2}, {card3}. I've seen this combination before. It still means something. Let's proceed.","Отже. {card1}, {card2}, {card3}. Я бачив це поєднання раніше. Воно досі щось означає. Продовжимо."
"readings","readers.reginald.intros.1","{card1}, {card2}, and {card3}. A spread with actual substance, for once.","{card1}, {card2} і {card3}. Розклад із дійсною сутністю, для різноманітності."
"readings","readers.reginald.intros.2","{card1}, {card2}, {card3}. Don't ask if it's good news. Just listen.","{card1}, {card2}, {card3}. Не питайте, чи це добрі новини. Просто слухайте."
"readings","readers.reginald.intros.3","Hm. {card1}, then {card2}, then {card3}. Brace yourself — this one earns its fee.","Гм. {card1}, потім {card2}, потім {card3}. Приготуйтеся — цей виправдовує свою ціну."
"readings","readers.reginald.bridges.0","The past is finished, despite its habit of pretending otherwise. Onward.","Минуле закінчене, попри його звичку прикидатися інакше. Далі."
"readings","readers.reginald.bridges.1","Yes, yes, that was then. The present is more pressing.","Так, так, то було тоді. Теперішнє — більш нагальне."
"readings","readers.reginald.futureBridges.0","And now — the future. The part you actually came for.","А тепер — майбутнє. Та частина, за якою ви власне прийшли."
"readings","readers.reginald.futureBridges.1","The third card. Try to look composed.","Третя карта. Спробуйте виглядати зібрано."
"readings","readers.reginald.closings.0","That's the reading. Take it seriously or don't — but at least now you've been told.","Це — ворожіння. Сприймайте серйозно чи ні — але принаймні тепер вам сказано."
"readings","readers.reginald.closings.1","Done. You'll do what you'll do. Most people do.","Готово. Зробите те, що зробите. Більшість людей роблять."
"readings","readers.reginald.closings.2","There. Free of theatrics, as promised. You may show yourself out.","Ось. Без театральності, як обіцяно. Можете йти."
"readings","readers.reginald.pastPrefix","{card}, in the past — and frankly, this explains a great deal: ","{card}, у минулому — і, відверто кажучи, це пояснює дуже багато: "
"readings","readers.reginald.presentPrefix","{card}, in the present. This is, I'm afraid, where you live: ","{card}, у теперішньому. Це, боюся, там, де ви живете: "
"readings","readers.reginald.futurePrefix","{card}, ahead. I won't soften it: ","{card}, попереду. Не буду пом'якшувати: "
"plans","plans.FREE.name","Free","Безкоштовний"
"plans","plans.FREE.features.0","3 readings per day","3 ворожіння на день"
"plans","plans.FREE.features.1","Resets at midnight","Оновлюється опівночі"
"plans","plans.SINGLE.name","Single reading","Одне ворожіння"
"plans","plans.SINGLE.features.0","One extra reading","Одне додаткове ворожіння"
"plans","plans.SINGLE.features.1","No subscription","Без підписки"
"plans","plans.MONTHLY.name","Monthly","Місячний"
"plans","plans.MONTHLY.features.0","Unlimited readings","Необмежені ворожіння"
"plans","plans.MONTHLY.features.1","Reading history","Історія ворожінь"
"plans","plans.MONTHLY.features.2","Choose your deck","Вибір колоди"
"plans","plans.MONTHLY.features.3","Choose your diviner","Вибір таролога"
"plans","plans.MONTHLY.features.4","Long-form interpretations","Розгорнуті тлумачення"
"plans","plans.MONTHLY.features.5","Daily card email","Щоденна карта на email"
"plans","plans.MONTHLY.features.6","Export readings as PDF","Експорт ворожінь у PDF"
"plans","plans.MONTHLY.features.7","Favorites & personal notes","Обране та особисті нотатки"
"plans","plans.MONTHLY.features.8","Reminder notifications","Сповіщення-нагадування"
"plans","plans.MONTHLY.features.9","Ad-free","Без реклами"
"plans","plans.YEARLY.name","Yearly","Річний"
"plans","plans.YEARLY.features.0","Everything in Monthly","Усе з місячного тарифу"
"plans","plans.YEARLY.features.1","Save 58% vs monthly","Економія 58% порівняно з місячним"
"plans","plans.YEARLY.features.2","Exclusive seasonal decks","Ексклюзивні сезонні колоди"
"plans","plans.YEARLY.features.3","Early access to new diviners & decks","Ранній доступ до нових тарологів і колод"
"disclaimers","disclaimers.ageConfirm","I confirm I am 18 years of age or older.","Я підтверджую, що мені 18 років або більше."
"disclaimers","disclaimers.entertainmentShort","For entertainment purposes only. Not a substitute for professional advice.","Лише для розваги. Не замінює професійну консультацію."
"disclaimers","disclaimers.entertainmentFull","This service is provided for entertainment purposes only. Tarot readings should not be used as a substitute for professional medical, legal, financial, or psychological advice.","Цей сервіс надається виключно з розважальною метою. Розклади Таро не повинні використовуватись як заміна професійної медичної, юридичної, фінансової чи психологічної консультації."
"disclaimers","disclaimers.ageRequiredError","You must confirm you are 18 or older to continue.","Щоб продовжити, ви повинні підтвердити, що вам 18 років або більше."
"seo","seo.siteName","The Veil","The Veil"
"seo","seo.home.metaTitle","Free Tarot Reading — Online Mystical Tarot App","Безкоштовне ворожіння на Таро — містичний онлайн-додаток"
"seo","seo.home.metaDescription","Unveil the mysteries of your future with our mystical tarot reading app. Free daily readings, multiple decks, and personal readers.","Розкрийте таємниці свого майбутнього у нашому містичному додатку Таро. Безкоштовні щоденні розклади, різні колоди та особисті тарологи."
"seo","seo.home.keywords","tarot, free tarot reading, online tarot, tarot cards, tarot reading app, daily tarot","таро, безкоштовне ворожіння таро, онлайн таро, карти таро, додаток таро"
"seo","seo.decks.metaTitle","Choose Your Tarot Deck","Оберіть свою колоду Таро"
"seo","seo.decks.metaDescription","Pick your favorite tarot deck — Rider-Waite, Klimt, or Gothic-Vintage. Each deck reshapes the visual story of your reading.","Оберіть улюблену колоду — Райдера-Вейта, Клімта чи Готичну Вінтажну. Кожна колода по-своєму розповідає історію вашого розкладу."
"seo","seo.decks.keywords","tarot deck, rider-waite, klimt tarot, gothic tarot, tarot card deck","колода таро, райдер-вейт, клімт таро, готичне таро, карти таро"
"seo","seo.subscription.metaTitle","Subscription Plans","Підписка"
"seo","seo.subscription.metaDescription","Unlock unlimited readings, premium decks, and exclusive readers with a Tarot subscription.","Отримайте необмежені розклади, преміум-колоди та ексклюзивних тарологів з підпискою Tarot."
"seo","seo.subscription.keywords","tarot subscription, unlimited tarot readings, premium tarot, tarot pricing","підписка таро, необмежені розклади таро, преміум таро"
"seo","seo.profile.metaTitle","Your Mystic Profile","Ваш містичний профіль"
"seo","seo.profile.metaDescription","Manage your account, readings, and preferences.","Керуйте обліковим записом, розкладами та налаштуваннями."
"contact","contact.metaTitle","Contact The Veil","Зв'язатися із Завісою"
"contact","contact.metaDescription","Reach out to The Veil — questions, data requests, legal notices.","Зв'яжіться із Завісою — запитання, запити щодо даних, юридичні повідомлення."
"contact","contact.heading","Contact","Контакти"
"contact","contact.intro","Send a message and we'll get back to you. For data-protection requests (export, deletion, correction), pick the matching category so it routes to the right inbox.","Напишіть нам, і ми вам відповімо. Для запитів щодо захисту даних (експорт, видалення, виправлення) оберіть відповідну категорію, щоб звернення потрапило до потрібної скриньки."
"contact","contact.fields.name","Name","Ім'я"
"contact","contact.fields.email","Email","Ел. пошта"
"contact","contact.fields.category","Reason","Причина"
"contact","contact.fields.message","Message","Повідомлення"
"contact","contact.placeholders.name","Your name","Ваше ім'я"
"contact","contact.placeholders.email","you@example.com","you@example.com"
"contact","contact.placeholders.message","Tell us what's on your mind.","Розкажіть, що вас турбує."
"contact","contact.categories.general","General question","Загальне запитання"
"contact","contact.categories.dsar_access","Export my data","Експортувати мої дані"
"contact","contact.categories.dsar_delete","Delete my data","Видалити мої дані"
"contact","contact.categories.dsar_correct","Correct my data","Виправити мої дані"
"contact","contact.categories.legal_ip","Legal, copyright, or subscription cancellation","Юридичні питання, авторське право або скасування підписки"
"contact","contact.categories.other","Other","Інше"
"contact","contact.submit","Send message","Надіслати повідомлення"
"contact","contact.submitting","Sending…","Надсилання…"
"contact","contact.success","Thanks — your message is on its way. We'll reply to the email you provided.","Дякуємо — ваше повідомлення надіслано. Ми відповімо на вказану вами адресу ел. пошти."
"contact","contact.errorGeneric","Something went wrong sending your message. Please try again in a moment.","Під час надсилання повідомлення сталася помилка. Будь ласка, спробуйте ще раз за мить."
"contact","contact.errors.nameRequired","Please enter your name.","Будь ласка, введіть ваше ім'я."
"contact","contact.errors.nameTooLong","Name must be 100 characters or fewer.","Ім'я не повинно перевищувати 100 символів."
"contact","contact.errors.emailRequired","Please enter your email.","Будь ласка, введіть вашу ел. пошту."
"contact","contact.errors.emailInvalid","Please enter a valid email address.","Будь ласка, введіть коректну адресу ел. пошти."
"contact","contact.errors.categoryRequired","Please pick a reason.","Будь ласка, оберіть причину."
"contact","contact.errors.messageRequired","Please write a message.","Будь ласка, напишіть повідомлення."
"contact","contact.errors.messageTooShort","Message must be at least 10 characters.","Повідомлення має містити щонайменше 10 символів."
"contact","contact.errors.messageTooLong","Message must be 5000 characters or fewer.","Повідомлення не повинно перевищувати 5000 символів."
"payment","payment.confirmingTitle","Confirming your payment","Підтверджуємо ваш платіж"
"payment","payment.confirmingMessage","Hang tight — we're confirming your payment with the bank. This can take a moment; please don't close this page.","Зачекайте — ми підтверджуємо ваш платіж у банку. Це може зайняти деякий час; будь ласка, не закривайте цю сторінку."
"payment","payment.creditAddedTitle","Reading credit added","Ворожіння додано"
"payment","payment.creditAddedMessage","Your payment is confirmed. You now have {count, plural, one {# reading credit} other {# reading credits}}.","Ваш платіж підтверджено. Тепер у вас {count, plural, one {# ворожіння} few {# ворожіння} many {# ворожінь} other {# ворожіння}}."
"payment","payment.subActiveTitle","Subscription active","Підписка активна"
"payment","payment.subActiveMonthly","Your monthly subscription is now active. Enjoy The Veil.","Ваша місячна підписка тепер активна. Насолоджуйтесь Завісою."
"payment","payment.subActiveYearly","Your yearly subscription is now active. Enjoy The Veil.","Ваша річна підписка тепер активна. Насолоджуйтесь Завісою."
"payment","payment.confirmedTitle","Payment confirmed","Платіж підтверджено"
"payment","payment.confirmedMonthly","Your monthly subscription is active.","Ваша місячна підписка активна."
"payment","payment.confirmedYearly","Your yearly subscription is active.","Ваша річна підписка активна."
"payment","payment.confirmedWithCredits","Your payment is confirmed. You have {count, plural, one {# reading credit} other {# reading credits}}.","Ваш платіж підтверджено. У вас {count, plural, one {# ворожіння} few {# ворожіння} many {# ворожінь} other {# ворожіння}}."
"payment","payment.confirmedGeneric","Your payment is confirmed.","Ваш платіж підтверджено."
"payment","payment.failedTitle","Payment not completed","Платіж не завершено"
