"namespace","key","English (source — do not edit)","Norwegian (edit this column)"
"readings","readings.pentacles-10.meaning","Ten coins arranged around a family gathered at an estate. This is generational — wealth, legacy, something built to last beyond you. The ultimate card of material completion.","Pentaklenes tier viser velstand som strekker seg over generasjoner. Familie, arv, noe bygget for å vare. Det handler ikke bare om deg — det handler om hva du etterlater."
"readings","readings.pentacles-10.past","Something was passed down — an inheritance, a family tradition, a foundation built by those before you. That legacy still supports your life.","En arv — materiell eller verdimessig — ble overlevert til deg og former grunnlaget du står på. Noen bygde noe varig, og du nyter godt av det."
"readings","readings.pentacles-10.present","Think long-term. What you're building now isn't just for you — it's for those who come after. Family, legacy, lasting impact.","Tenk langsiktig. Det du bygger nå handler ikke bare om deg — det handler om hva som blir stående når du er ferdig. Invester i noe som varer."
"readings","readings.pentacles-10.future","Lasting wealth or a meaningful legacy is forming. What you create now will outlive the moment. Build with permanence in mind.","En arv tar form. Det du skaper nå vil vare utover deg selv — materiell trygghet, verdier, eller et fundament som bærer de som kommer etter."
"readings","readings.pentacles-page.keywords","ambition, studiousness, new opportunity, practical planning","ny ferdighet, studentmentalitet, praktisk start, læring"
"readings","readings.pentacles-page.meaning","A young figure holds a single coin up to the light, studying it carefully. The student of the material world — practical, curious, ready to learn. A new financial or career opportunity is being examined.","Pentaklenes page studerer mynten i hånden med konsentrert undring. En nybegynner med praktisk instinkt — klar til å lære, villig til å starte fra bunnen."
"readings","readings.pentacles-page.past","An early opportunity in work or money sparked your practical ambitions. That first taste of building something real set you on your path.","Et praktisk læringsøyeblikk — en ny ferdighet, et første forsøk — la grunnlaget for evner du fortsatt bruker. Den ydmyke starten var viktigere enn den så ut."
"readings","readings.pentacles-page.present","A new opportunity to learn or earn is in front of you. Study it carefully before committing. The ambition is right — make sure the plan is too.","Vær villig til å lære. Et nytt praktisk område åpner seg for deg, og den beste tilnærmingen er nybegynnerens åpne sinn. Start fra bunnen — det er der mesterskap begynner."
"readings","readings.pentacles-page.future","Good news about money, work, or education is coming. It's an entry point, not a windfall — the real value is in what you learn.","En praktisk læringsmulighet nærmer seg. Det vil kreve ydmykhet og tålmodighet, men ferdigheten du utvikler vil vise seg svært verdifull."
"readings","readings.pentacles-knight.keywords","reliability, hard work, routine, patience","pålitelighet, utholdenhet, metodisk arbeid, standhaftighet"
"readings","readings.pentacles-knight.meaning","The Knight of Pentacles rides slowly and steadily — the only knight who isn't charging. Reliable, methodical, gets it done. Not flashy, but the person you actually want on the job.","Pentaklenes ridder rir sakte og stødig fremover — ingen dramatikk, bare jevn, pålitelig fremgang. Metodisk, tålmodig, utholdende. Ikke den mest spennende kraften, men den mest pålitelige."
"readings","readings.pentacles-knight.past","Steady, unglamorous effort produced solid results. Someone — maybe you — just kept showing up and doing the work day after day.","Jevn, pålitelig innsats over tid brakte resultater som ingen sprint kunne matchet. Den stille utholdenheten du viste var mer verdifull enn du innså."
"readings","readings.pentacles-knight.present","Slow and steady. This isn't the time for dramatic action — it's the time for reliable, consistent effort. Show up, do the work, repeat.","Fremgang skjer sakte men sikkert. Ikke la deg friste av snarveier — det er den jevne, metodiske innsatsen som bringer deg i mål. Fortsett."
"readings","readings.pentacles-knight.future","Progress will come through patience, not speed. The methodical approach will outperform the dramatic one. Trust the process.","Resultatene av tålmodig, utholdende arbeid vil snart materialisere seg. Stol på prosessen — den langsomme veien er den sikre veien."
"readings","readings.pentacles-queen.keywords","practical nurturing, financial savvy, comfort, abundance","praktisk visdom, overflod, omsorg, jordnær rikdom"
"readings","readings.pentacles-queen.meaning","The Queen of Pentacles sits in a lush garden, holding a gold coin, surrounded by abundance she cultivated herself. Practical, generous, grounded. She knows how to make things grow — money, gardens, people.","Pentaklenes dronning sitter i en frodig hage og forvalter rikdommen sin med varm, praktisk klokskap. Hun vet at ekte trygghet kommer fra å nære det som vokser, ikke fra å kontrollere det."
"readings","readings.pentacles-queen.past","A practical, nurturing figure shaped your material world — someone who knew how to create abundance through common sense and care.","En jordnær, klok tilnærming til materiell trygghet — din egen eller noen andres — skapte et fundament av ekte overflod. Den omsorgsfulle forvaltningen bar frukt."
"readings","readings.pentacles-queen.present","Take a grounded approach. Nurture what you have, manage your resources wisely, and create comfort from the practical. Abundance comes from attentive care.","Stol på din praktiske visdom. Du vet hvordan du skaper trygghet og nærer vekst. Forvalte ressursene dine med varme og klokskap — overflod følger omsorg."
"readings","readings.pentacles-queen.future","Material abundance is growing through practical wisdom. Your ability to nurture resources — financial or otherwise — will produce real results.","En periode der praktisk klokskap og omsorgsfullt lederskap blir nøkkelen. Din evne til å forvalte og nære det som vokser vil skape varig rikdom."
"readings","readings.pentacles-king.keywords","wealth, business sense, discipline, security","materiell suksess, lederskap, forvaltning, velstand"
"readings","readings.pentacles-king.meaning","The King of Pentacles sits on a throne decorated with bulls, gold coin in hand, vineyards behind him. He built the empire. Disciplined, prosperous, and knows the value of everything. Material mastery.","Pentaklenes konge sitter trygt på sin trone, omgitt av bevis på velstand han har bygget stein for stein. Materiell suksess gjennom disiplin, tålmodighet og klok forvaltning."
"readings","readings.pentacles-king.past","Financial discipline or business acumen — yours or someone else's — built a foundation of real security. That success was earned through strategy and patience.","Materiell suksess ble bygget gjennom disiplinert, langsiktig innsats. Den forvaltningen og det lederskapet — enten ditt eget eller noen andres — skapte varig velstand."
"readings","readings.pentacles-king.present","Think like a builder. Manage your resources, invest wisely, plan for the long game. The material world rewards discipline right now.","Du har resursene og erfaringen. Forvalte dem med den kloke, rolige autoriteten til en som vet at velstand bygges over tid, ikke over natten."
"readings","readings.pentacles-king.future","Material success and financial security are solidifying. The empire you're building — however small — is taking shape. Stay disciplined.","Materiell stabilitet og suksess er innen rekkevidde. Grunnlaget du legger nå vil bære en velstand som varer. Led med tålmodighet og visjon."
"readings","readings.wands-1.keywords","inspiration, new passion, potential, creative spark","inspirasjon, nytt initiativ, kreativ gnist, potensial"
"readings","readings.wands-1.meaning","A hand from a cloud holds a living wand — leaves still sprouting. Pure creative fire, a new passion igniting, the spark before the flame. Something is calling to you. Answer it.","Stavenes ess brenner med rå kreativ kraft — en gnist, et initiativ, en flamme av inspirasjon. Noe nytt vil startes. Energien er der — gi den retning."
"readings","readings.wands-1.past","A spark of inspiration lit a fire that changed your direction. That initial burst of passion set something important in motion.","En kreativ gnist eller et nytt initiativ tente noe i deg som fortsatt brenner. Den opprinnelige inspirasjonen satte alt i bevegelse."
"readings","readings.wands-1.present","A new creative or passionate impulse is demanding attention. This is raw potential — it needs action to become something real. Strike while the iron is hot.","Inspirasjon banker på. En ny idé, et nytt prosjekt, en kreativ impuls som krever handling. Ikke vent til alt er perfekt — la flammen guide deg."
"readings","readings.wands-1.future","A powerful new inspiration is heading your way. When it arrives, don't sit on it. The spark needs fuel, and the fuel is your action.","Et nytt kreativt initiativ eller en kraftig inspirasjon er på vei. Energien vil være rå og intens — kanalisér den raskt før den brenner ut."
"readings","readings.wands-2.keywords","planning, decisions, discovery, future vision","planlegging, beslutning, fremtidsvisjon, veivalg"
"readings","readings.wands-2.meaning","A figure holds a globe and a wand, looking out from a castle at the vast landscape. The world is big and the plans are bigger. You've achieved something, but you're already looking at what's next.","Stavenes toer står med verden i hendene og ser utover horisonten. Planer legges, visjoner formes, et veivalg nærmer seg. Du har kraften — nå trenger du retning."
"readings","readings.wands-2.past","A moment of ambition and planning expanded your horizons. Standing at a crossroads, you looked at the bigger picture and started making plans.","Et viktig veivalg ble tatt som formet retningen for mye av det som fulgte. Den tidlige planleggingen og visjonen viste seg viktigere enn du trodde."
"readings","readings.wands-2.present","You've accomplished something, but you're restless. The bigger vision is calling. Start planning your next move — the territory is wider than you think.","Du står ved et veiskille med visjoner i begge retninger. Planlegg, men ikke for lenge. På et tidspunkt må du velge en retning og begynne å gå."
"readings","readings.wands-2.future","A decision about your direction is ahead. The options are expansive. Take time to survey the landscape before you commit to a path.","En beslutning om retning nærmer seg. Visjonen din vil modnes, og valget vil bli klarere. Stol på din evne til å se det store bildet."
"readings","readings.wands-3.keywords","expansion, foresight, progress, overseas opportunities","ekspansjon, utsikt, fremgang, entreprise"
"readings","readings.wands-3.meaning","A figure stands on a cliff watching ships sail into the distance. The foundations are set, and now the venture expands. Your efforts are reaching further than your immediate grasp. Progress is happening.","Stavenes treer ser ut over havet med skipene sine i bevegelse — planene realiseres, horisonten utvides. Ekspansjon, fremgang og motet til å tenke stort."
"readings","readings.wands-3.past","An enterprise or idea expanded beyond its original scope. What started small reached further than you expected.","Du utvidet horisonten din — et prosjekt, en reise, en visjon ble satt ut i livet. Den ekspansjonen åpnet muligheter du ikke hadde sett."
"readings","readings.wands-3.present","Things are moving. What you started is gaining momentum and reaching new territory. Keep your eyes on the horizon — the expansion is real.","Ting beveger seg fremover. Planene dine begynner å realiseres, og horisonten utvider seg. Tenk stort nå — dette er tiden for ekspansjon, ikke forsiktighet."
"readings","readings.wands-3.future","Growth and expansion are ahead. Your reach will extend further than you currently imagine. What you've built is about to travel.","Nye horisonter åpner seg foran deg. Det du har planlagt og satt i bevegelse er på vei mot realisering. Forventen vekst og ekspansjon."
"readings","readings.wands-4.keywords","celebration, homecoming, harmony, community","feiring, stabilitet, hjemkomst, harmoni"
"readings","readings.wands-4.meaning","Four wands form a canopy decorated with flowers, figures celebrating beneath. A milestone, a homecoming, a moment of genuine celebration. You've built something worth toasting.","Stavenes firer feirer med hevede staver under en blomstrende bue — harmoni, stabilitet, et trygt fundament. En milepæl er nådd. Ta deg tid til å feire det du har bygget."
"readings","readings.wands-4.past","A celebration marked a real achievement — a homecoming, a milestone, a moment when everything felt right. That joy was earned.","En milepæl ble feiret — et hjem, et prosjekt, en stabil periode med harmoni. Det fundamentet du skapte den gangen bærer deg fortsatt."
"readings","readings.wands-4.present","Celebrate. A milestone has been reached and it deserves recognition. Gather your people and enjoy what you've accomplished together.","Du har nådd et stabilt punkt. Ting er i balanse, og det er grunn til feiring. Stopp opp, verdsett det du har, og la gleden fylle deg."
"readings","readings.wands-4.future","A celebration is on the horizon. A milestone, a welcome, a moment of shared joy. Something worth looking forward to.","En tid med feiring og stabilitet nærmer seg. En milepæl vil nås, og du vil finne deg omgitt av harmoni og varme. Du har fortjent det."
"readings","readings.wands-5.keywords","conflict, competition, tension, disagreement","konkurranse, rivalisering, spenning, kamp"
"readings","readings.wands-5.meaning","Five figures waving wands at each other — chaotic, noisy, everyone fighting for their position. Conflict, but not the deadly kind. This is competition, creative friction, the messy process of sorting things out.","Stavenes femmer viser fem skikkelser i kaotisk kamp — alle slåss, ingen styrer. Konkurranse, rivalisering, kreative spenninger. Konflikten kan være produktiv, men bare om den kanaliseres."
"readings","readings.wands-5.past","A period of conflict or competition tested you. The struggle was frustrating, but it sharpened your resolve and clarified your position.","En tid med konkurranse eller kreativ kamp preget deg. Rivaliseringen — enten den var fruktbar eller destruktiv — viste deg noe om din egen kampånd."
"readings","readings.wands-5.present","There's friction in the air. Multiple voices, competing agendas, everyone pushing their angle. It's messy, but sometimes clarity comes from the fight.","Spenningen er høy og alle kjemper om oppmerksomheten. Ikke unngå konflikten — men velg din strategi. Kaotisk kamp fører ingen steder, men konstruktiv rivalisering kan skjerpe deg."
"readings","readings.wands-5.future","Competition or disagreement is ahead. Don't avoid it — engage with it. The conflict will ultimately clarify what matters.","Konkurranse og rivalisering nærmer seg. Det vil bli kaotisk, men det trenger ikke være destruktivt. De som holder hodet kaldt og kanaliserer energien riktig, vinner."
"readings","readings.wands-6.keywords","victory, recognition, triumph, public success","seier, anerkjennelse, triumf, fremgang"
"readings","readings.wands-6.meaning","A rider crowned with a laurel wreath, carried forward by a cheering crowd. Public victory, recognition earned through effort. This is the triumph card — enjoy the parade.","Stavenes sekser rider i triumf med en laurbærkrans — publikum jubler, seieren er sikret. Anerkjennelse for innsats, offentlig suksess, den gode følelsen av velfortjent triumf."
"readings","readings.wands-6.past","A victory was recognized publicly. You succeeded, and others saw it. That moment of recognition mattered more than you might admit.","Du opplevde en seier som ga deg anerkjennelse og en følelse av triumf. Den suksessen — velfortjent og feiret — ga deg selvtillit som du bærer med deg fortsatt."
"readings","readings.wands-6.present","You're winning. Not in a quiet way — in the way where people notice. Accept the recognition. You earned this.","Seier er innen rekkevidde, og anerkjennelsen følger. Stå oppreist, ta imot applausen. Du har jobbet for dette, og nå er det din tur til å skinne."
"readings","readings.wands-6.future","Public recognition or victory is ahead. The work you've put in is about to be acknowledged. Enjoy the moment — you've earned it.","En offentlig seier eller anerkjennelse nærmer seg. Det du har arbeidet mot vil gi resultater som blir lagt merke til. Nyt triumfen — du har fortjent den."
"readings","readings.wands-7.keywords","defense, perseverance, standing your ground, determination","forsvar, utholdenhet, standhaftighet, mot under press"
"readings","readings.wands-7.meaning","A figure on high ground, holding one wand against six. Outnumbered but not outmatched. This is about defending your position against pressure. You have the advantage — don't give it up.","Stavenes syver forsvarer sin posisjon mot angrep fra alle kanter. Under press, men uten å vike. Du er utfordret — og svaret er ikke å flykte, men å stå fast."
"readings","readings.wands-7.past","You stood your ground against opposition. Outnumbered or outgunned, you held your position through sheer determination.","Du forsvarte noe viktig mot motstand. Det var utmattende, men du holdt stand. Den standhaftigheten viste deg at du tåler mer enn du trodde."
"readings","readings.wands-7.present","You're being challenged. Hold your ground. The high position is yours and the advantage is real, even if the pressure is intense.","Du er under press fra flere kanter. Ikke gi opp posisjonen din — du har høydefordelen. Stå fast, vær standhaftig, og la motstanderne trøtte seg ut."
"readings","readings.wands-7.future","A challenge to your position is coming. You'll need to defend what you've built. Stand firm — the ground beneath you is solid.","Utfordringer mot posisjonen din vil komme. Vær forberedt på å forsvare det du har bygget. Du har styrken til det — bare ikke la deg overrumple."
"readings","readings.wands-8.keywords","speed, movement, swift action, momentum","hastighet, bevegelse, rask endring, momentum"
"readings","readings.wands-8.meaning","Eight wands flying through the air toward the ground. Speed, momentum, things happening fast. Whatever's been in motion is about to land. This card is pure velocity.","Stavenes åtter flyr gjennom luften med enorm fart — ting akselererer, nyheter kommer raskt, hendelser utfolder seg hurtigere enn ventet. Hold deg klar, dette går fort."
"readings","readings.wands-8.past","Things moved fast — messages, events, changes all arriving at once. That period of rapid motion covered a lot of ground in a short time.","Ting skjedde raskt — en periode med intens fart og akselerasjon der hendelser utfoldet seg hurtigere enn du kunne planlegge for. Det momentumet formet mye."
"readings","readings.wands-8.present","Everything is accelerating. Messages, decisions, events — all in motion. Ride the momentum rather than trying to slow it down.","Alt beveger seg raskt nå. Nyheter, endringer, hendelser — de kommer i et tempo som krever at du reagerer instinktivt. Ikke prøv å bremse, ri bølgen."
"readings","readings.wands-8.future","Rapid developments are incoming. Things will move faster than expected. Be ready to act quickly when they land.","En akselerasjon nærmer seg. Ting vil skje raskere enn forventet. Vær klar til å handle hurtig — momentumet venter ikke på at du skal tenke deg om."
"readings","readings.wands-9.keywords","resilience, persistence, last stand, grit","utholdenhet, siste motstand, styrke, beredskap"
"readings","readings.wands-9.meaning","A wounded figure leans on a wand, eight more planted behind them. Battered but standing. This is grit — the refusal to go down even when every reasonable part of you wants to quit.","Stavenes nier står såret men klar, støttet av de ni stavene bak seg. Den siste motstandens kort. Du er sliten, du er banket — men du er ikke ferdig. Bare én runde til."
"readings","readings.wands-9.past","You endured something grueling. Battered and tired, you kept standing when everything said to give up. That resilience defined you.","Du ble presset til grensen din, men du ga ikke opp. Den siste motstanden — utmattet men urokkelig — viste en utholdenhet du kanskje ikke visste du hadde."
"readings","readings.wands-9.present","You're exhausted and the battle isn't over. One more push. You've come too far to stop now, even if every bone aches. Hold on.","Du er sliten og kampen har kostet. Men du er fortsatt stående. Ikke gi opp nå — du er nærmere slutten enn du tror. Samle de siste kreftene."
"readings","readings.wands-9.future","A test of endurance is ahead. It will push you to your limits. You'll want to quit — don't. You're tougher than you think.","En siste prøvelse nærmer seg. Den vil teste utholdenheten din til det ytterste. Men du har allerede overlevd det meste — denne siste runden klarer du også."
"readings","readings.wands-10.keywords","burden, responsibility, overload, hard work","byrde, overbelastning, ansvar, utmattelse"
"readings","readings.wands-10.meaning","A figure carries all ten wands, barely able to see over the load. Too much, and yet still moving forward. This is overcommitment, too many responsibilities, the weight of taking on everything yourself.","Stavenes tier bærer ti staver på ryggen, bøyd under vekten men fortsatt i bevegelse. For mye ansvar, for mange forpliktelser. Du bærer mer enn du bør — noe må legges ned."
"readings","readings.wands-10.past","You carried too much. Responsibilities piled up until the load was crushing. That experience taught you something about limits — or it should have.","Du tok på deg for mye og bar byrden alene. Den overbelastningen lærte deg noe om grenser — forhåpentligvis at det er lov å sette noen ned."
"readings","readings.wands-10.present","You're overloaded. The weight is real and unsustainable. Put something down before you collapse. Not everything on your back is yours to carry.","Du bærer for mye. Se på hva du faktisk trenger å bære, og hva du kan legge fra deg. Ikke alt ansvar er ditt. Noen staver kan deles — eller droppes."
"readings","readings.wands-10.future","A heavy load of responsibility is ahead. Before you say yes to everything, remember: carrying ten wands means you can't see where you're going.","Risikoen for overbelastning ligger foran. Vær bevisst på hva du sier ja til. Forebygg nå — det er lettere å ikke plukke opp staven enn å legge den ned senere."
"readings","readings.wands-page.keywords","enthusiasm, exploration, discovery, free spirit","entusiasme, utforskning, kreativt potensial, eventyr"
"readings","readings.wands-page.meaning","A young figure studies their wand with wide eyes and boundless curiosity. Fresh enthusiasm, a new passion discovered, the excitement of someone who just found their fire. Channel it before it scatters.","Stavenes page holder staven med en eventurers entusiasme — klar for noe nytt, full av energi, uten frykt. Kreativt potensial og begynnelsens spenning."
"readings","readings.wands-page.past","A discovery or new interest ignited your passion. That youthful enthusiasm — raw and undirected — set the tone for what followed.","En kreativ begynnelse eller et eventyrlyst øyeblikk tente en flamme i deg. Den entusiasmen og modigheten du viste den gangen lever videre."
"readings","readings.wands-page.present","Something new has your attention and your energy is high. Good. Now focus it. Enthusiasm without direction is just noise.","Noe nytt og spennende kaller. Møt det med entusiasme og nysgjerrighet — nå er ikke tiden for å analysere, men for å utforske. La eventyret begynne."
"readings","readings.wands-page.future","An exciting message or new passion is coming. It will light you up with possibility. Enjoy the spark, then give it structure.","En spennende ny begynnelse av kreativ eller eventyrlystent karakter er på vei. Energien vil være smittende — la deg inspirere og følg den."
"readings","readings.wands-knight.keywords","adventure, energy, impulsiveness, action","lidenskap, mot, handlekraft, eventyrlyst"
"readings","readings.wands-knight.meaning","The Knight of Wands charges forward, horse rearing, eyes on the horizon. Pure action, zero hesitation, all fire. Exciting and effective — until he burns through everything without a plan.","Stavenes ridder stormer fremover med lidenskapelig intensitet — modig, impulsiv, full av ild. Handling over analyse, lidenskap over forsiktighet. Effektivt, men pass på at ilden ikke brenner ut for fort."
"readings","readings.wands-knight.past","An impulsive move or bold adventure changed your course. The energy was intoxicating, even if the planning was nonexistent.","En periode med lidenskapelig handling eller noen som stormet inn med ild og intensitet preget retningen din. Den kraften var transformativ — om enn ikke alltid kontrollert."
"readings","readings.wands-knight.present","Act now, think later — within reason. The situation needs boldness and fire, not careful deliberation. Just make sure you know the general direction.","Handle med lidenskap og mot. Situasjonen krever ild, ikke ettertanke. Men hold noe i reserve — ren impulsivitet kan brenne seg ut like fort som den tenner."
"readings","readings.wands-knight.future","An adventure or passionate pursuit is ahead. It will move fast and demand your full energy. Don't overthink — charge.","En kraftig, lidenskapelig energi er på vei inn i livet ditt. Den vil drive ting fremover med intensitet. Ri bølgen, men ha en plan for når ilden trenger påfyll."
"readings","readings.wands-queen.keywords","confidence, warmth, determination, vibrancy","karisma, selvtillit, varme, kreativt lederskap"
"readings","readings.wands-queen.meaning","The Queen of Wands sits with a sunflower in one hand and her wand in the other, a black cat at her feet. Magnetic, confident, warm. She lights up every room without trying. This is passion paired with self-assurance.","Stavenes dronning stråler med varme og selvtillit — en naturlig leder som inspirerer gjennom karisma, ikke kontroll. Kreativ kraft kombinert med sosial varme og urokkelig selvtillit."
"readings","readings.wands-queen.past","A vibrant, confident figure shaped your world — someone whose warmth and determination were impossible to ignore.","En karismatisk, varm tilstedeværelse — din egen eller noen andres — inspirerte og ga energi til alt rundt seg. Det kreative lederskapet og selvtilliten formet noe varig."
"readings","readings.wands-queen.present","Own your power. You're more magnetic and capable than you're giving yourself credit for. Step into the room like you belong there — because you do.","Stol på karismaen og varmen din. Du inspirerer folk bare ved å være deg selv. Led med entusiasme, skap med selvtillit, og la den indre ilden lyse opp rommet."
"readings","readings.wands-queen.future","You're growing into a bold, warm authority. The confidence building inside you is about to become visible to everyone around you.","En rolle som krever kreativt lederskap og personlig utstråling nærmer seg. Din evne til å inspirere og lede med varme vil bli din største ressurs."
"readings","readings.wands-king.keywords","leadership, vision, entrepreneurship, bold action","visjon, lederskap, entreprise, dristighet"
"readings","readings.wands-king.meaning","The King of Wands holds his living staff and gazes forward with fierce clarity. The visionary, the entrepreneur, the leader who inspires by doing. He doesn't just have ideas — he makes them happen.","Stavenes konge er visjonæren — den som ser muligheter der andre ser hindringer. Lederskap gjennom inspirasjon, dristighet i handling, evnen til å gjøre visjoner virkelige."
"readings","readings.wands-king.past","Bold leadership or entrepreneurial vision drove a period of real creation. Someone — maybe you — turned fire into something lasting.","Visjonært lederskap — ditt eget eller noen andres — satte noe dristig i bevegelse som fortsatt gir effekt. Den visjonen og motet til å handle på den var avgjørende."
"readings","readings.wands-king.present","Lead with vision and boldness. This is your moment to take charge, inspire others, and turn ambition into action. Don't wait for permission.","Det er tid for å lede med visjon. Du ser noe andre ikke ser ennå — stol på det bildet og ta de dristige skrittene som kreves for å realisere det."
"readings","readings.wands-king.future","A leadership role or entrepreneurial opportunity is ahead. Your vision and energy will be needed. Step into it fully — hesitation doesn't suit you.","En lederrolle som krever visjon og dristighet venter. Din evne til å se det store bildet og inspirere andre til å følge det vil bli satt på prøve — og belønnet."
"readings","readingTemplates.intros.0","Three cards have come forward: {card1}, {card2}, and {card3}. Let's see what they have to say.","Tre kort har trådt frem: {card1}, {card2} og {card3}. La oss se hva de har å si."
"readings","readingTemplates.intros.1","{card1}, {card2}, and {card3} — an interesting combination. Here is what the cards reveal.","{card1}, {card2} og {card3} — en interessant kombinasjon. Her er hva kortene avslører."
"readings","readingTemplates.intros.2","The cards before you are {card1}, {card2}, and {card3}. Together they tell a clear story.","Kortene foran deg er {card1}, {card2} og {card3}. Sammen forteller de en klar historie."
"readings","readingTemplates.intros.3","{card1}, {card2}, {card3}. These three chose to speak today — listen well.","{card1}, {card2}, {card3}. Disse tre valgte å tale i dag — lytt godt."
"readings","readingTemplates.bridges.0","Now let's turn to the present.","Nå vender vi oss til nåtiden."
"readings","readingTemplates.bridges.1","From the past, the cards shift to what is happening now.","Fra fortiden skifter kortene til det som skjer nå."
"readings","readingTemplates.futureBridges.0","And what lies ahead —","Og hva som ligger foran —"
"readings","readingTemplates.futureBridges.1","The final card looks forward.","Det siste kortet ser fremover."
"readings","readingTemplates.closings.0","The cards have spoken. Take what resonates, leave what doesn't — but pay attention.","Kortene har talt. Ta med deg det som treffer, la resten ligge — men vær oppmerksom."
"readings","readingTemplates.closings.1","That is your reading. Sit with it for a moment before you move on.","Det er din tolkning. Sitt med den et øyeblikk før du går videre."
"readings","readingTemplates.closings.2","The spread is complete. Trust what stirred in you as you read these words.","Leggingen er fullført. Stol på det som rørte seg i deg mens du leste disse ordene."
"readings","readingTemplates.pastPrefix","{card} in the past position: ","{card} i fortidsposisjonen: "
"readings","readingTemplates.presentPrefix","{card} in the present: ","{card} i nåtiden: "
"readings","readingTemplates.futurePrefix","{card} for the future: ","{card} for fremtiden: "
"readings","readers.vespera.displayName","Madame Vespera","Madame Vespera"
"readings","readers.vespera.title","Conduit of the Velvet Veil","Forkynner av Det Fløyelsmyke Sløret"
"readings","readers.vespera.tagline","Sit closer, darling. The cards have been waiting.","Sett deg nærmere, kjære. Kortene har ventet."
"readings","readers.vespera.bio","Three generations of mediums in the family. Vespera reads with reverence, takes her time, and treats every card like it came specifically for you.","Tre generasjoner med medier i familien. Vespera leser med ærbødighet, tar seg god tid, og behandler hvert kort som om det kom spesielt for deg."
"readings","readers.vespera.intros.0","Three cards, darling: {card1}, {card2}, and {card3}. They didn't arrive together by accident.","Tre kort, kjære: {card1}, {card2} og {card3}. De dukket ikke opp sammen ved en tilfeldighet."
"readings","readers.vespera.intros.1","{card1}, {card2}, and {card3}. Mm. The deck has chosen carefully tonight.","{card1}, {card2} og {card3}. Mm. Kortstokken har valgt omhyggelig i kveld."
"readings","readers.vespera.intros.2","Look — {card1}, {card2}, {card3}. A combination worth listening to.","Se — {card1}, {card2}, {card3}. En kombinasjon det er verdt å lytte til."
"readings","readers.vespera.intros.3","{card1}, {card2}, {card3}. Settle in. These three have something to say.","{card1}, {card2}, {card3}. Slå deg ned. Disse tre har noe å si."
"readings","readers.vespera.bridges.0","But the past is only the doorway. The present is where the work happens.","Men fortiden er bare døråpningen. Nåtiden er der arbeidet skjer."
"readings","readers.vespera.bridges.1","From what was, to what is — pay attention here, dear.","Fra det som var, til det som er — følg med her, kjære."
"readings","readers.vespera.futureBridges.0","And now — what's coming. The cards lean in.","Og nå — det som kommer. Kortene lener seg frem."
"readings","readers.vespera.futureBridges.1","The third card. The one we always come for.","Det tredje kortet. Det vi alltid kommer for."
"readings","readers.vespera.closings.0","There. Take what was given. Some of it will only make sense later.","Så. Ta imot det som ble gitt. Noe av det vil først gi mening senere."
"readings","readers.vespera.closings.1","The reading is yours now. Hold it carefully.","Leggingen tilhører deg nå. Hold den varsomt."
"readings","readers.vespera.closings.2","That's what the cards offered. Sit with it before you move on.","Det var hva kortene tilbød. Sitt med det en stund før du går videre."
"readings","readers.vespera.pastPrefix","{card}, in the past — ","{card}, i fortiden — "
"readings","readers.vespera.presentPrefix","{card}, here in the present — ","{card}, her i nåtiden — "
"readings","readers.vespera.futurePrefix","{card}, ahead of you — ","{card}, foran deg — "
"readings","readers.crow.displayName","The Crow","Kråken"
"readings","readers.crow.title","Reader of the Last Hour","Leser av Den Siste Timen"
"readings","readers.crow.tagline","Sit. Don't speak. The cards already know.","Sett deg. Ikke snakk. Kortene vet allerede."
"readings","readers.crow.bio","No introductions. No softening. The Crow tells you what the cards say and nothing more.","Ingen introduksjoner. Ingen formildning. Kråken forteller deg hva kortene sier og ingenting mer."
"readings","readers.crow.intros.0","{card1}. {card2}. {card3}. Three cards. No accidents.","{card1}. {card2}. {card3}. Tre kort. Ingen tilfeldigheter."
"readings","readers.crow.intros.1","{card1}, {card2}, {card3}. Look at them.","{card1}, {card2}, {card3}. Se på dem."
"readings","readers.crow.intros.2","Drawn: {card1}, {card2}, {card3}. They mean what they mean.","Trukket: {card1}, {card2}, {card3}. De betyr det de betyr."
"readings","readers.crow.intros.3","{card1}. Then {card2}. Then {card3}. A sentence the universe is finishing.","{card1}. Så {card2}. Så {card3}. En setning universet holder på å fullføre."
"readings","readers.crow.bridges.0","That was before. This is now.","Det var da. Dette er nå."
"readings","readers.crow.bridges.1","The past is fixed. The present isn't.","Fortiden er låst. Nåtiden er det ikke."
"readings","readers.crow.futureBridges.0","Ahead.","Fremover."
"readings","readers.crow.futureBridges.1","What hasn't happened yet.","Det som ikke har skjedd ennå."
"readings","readers.crow.closings.0","That's the reading.","Det er leggingen."
"readings","readers.crow.closings.1","The cards are done. You aren't.","Kortene er ferdige. Det er ikke du."
"readings","readers.crow.closings.2","Three cards. One direction. Go.","Tre kort. Én retning. Gå."
"readings","readers.crow.pastPrefix","{card}. Past: ","{card}. Fortid: "
"readings","readers.crow.presentPrefix","{card}. Now: ","{card}. Nå: "
"readings","readers.crow.futurePrefix","{card}. Coming: ","{card}. Kommer: "
"readings","readers.reginald.displayName","Reginald Ash","Reginald Ash"
"readings","readers.reginald.title","Reluctant Practitioner, Est. 1847","Motvillig Utøver, Est. 1847"
